probeID	correlation	p_value_order	p_value	effect_size	case_group	control_group
cg04807864	pos	634	0.000049	NA	maternal hypertensive disorders in pregnancy	healthy controls
cg24146100	neg	635	0.0000491	NA	maternal hypertensive disorders in pregnancy	healthy controls
cg10020787	pos	636	0.0000491	NA	maternal hypertensive disorders in pregnancy	healthy controls
cg16433922	neg	637	0.0000492	NA	maternal hypertensive disorders in pregnancy	healthy controls
cg21900589	pos	638	0.0000492	NA	maternal hypertensive disorders in pregnancy	healthy controls
cg12428727	neg	639	0.0000494	NA	maternal hypertensive disorders in pregnancy	healthy controls
cg06474225	pos	640	0.0000494	NA	maternal hypertensive disorders in pregnancy	healthy controls
cg12213850	pos	641	0.0000494	NA	maternal hypertensive disorders in pregnancy	healthy controls
cg09919787	pos	642	0.0000496	NA	maternal hypertensive disorders in pregnancy	healthy controls
cg10648960	neg	643	0.0000496	NA	maternal hypertensive disorders in pregnancy	healthy controls
cg22510074	pos	644	0.0000498	NA	maternal hypertensive disorders in pregnancy	healthy controls
cg16889659	pos	645	0.0000499	NA	maternal hypertensive disorders in pregnancy	healthy controls
cg10538494	neg	646	0.0000499	NA	maternal hypertensive disorders in pregnancy	healthy controls
cg19779379	pos	647	0.00005	NA	maternal hypertensive disorders in pregnancy	healthy controls
cg15017149	pos	648	0.0000501	NA	maternal hypertensive disorders in pregnancy	healthy controls
cg04181038	neg	649	0.0000501	NA	maternal hypertensive disorders in pregnancy	healthy controls
cg06864853	pos	650	0.0000502	NA	maternal hypertensive disorders in pregnancy	healthy controls
cg09510752	neg	651	0.0000505	NA	maternal hypertensive disorders in pregnancy	healthy controls
cg01660934	neg	652	0.0000506	NA	maternal hypertensive disorders in pregnancy	healthy controls
cg10821127	neg	653	0.0000511	NA	maternal hypertensive disorders in pregnancy	healthy controls
cg10439725	pos	654	0.0000513	NA	maternal hypertensive disorders in pregnancy	healthy controls
cg15673994	neg	655	0.0000513	NA	maternal hypertensive disorders in pregnancy	healthy controls
cg06839388	pos	656	0.0000515	NA	maternal hypertensive disorders in pregnancy	healthy controls
cg00850340	neg	657	0.0000516	NA	maternal hypertensive disorders in pregnancy	healthy controls
cg18419358	pos	658	0.0000517	NA	maternal hypertensive disorders in pregnancy	healthy controls
cg14102251	neg	659	0.0000518	NA	maternal hypertensive disorders in pregnancy	healthy controls
cg09636459	pos	660	0.0000519	NA	maternal hypertensive disorders in pregnancy	healthy controls
cg24201941	pos	661	0.000052	NA	maternal hypertensive disorders in pregnancy	healthy controls
cg25619440	pos	662	0.000052	NA	maternal hypertensive disorders in pregnancy	healthy controls
cg14096899	neg	663	0.0000522	NA	maternal hypertensive disorders in pregnancy	healthy controls
cg05976800	neg	664	0.0000523	NA	maternal hypertensive disorders in pregnancy	healthy controls
cg15924738	neg	665	0.0000525	NA	maternal hypertensive disorders in pregnancy	healthy controls
cg11038774	neg	666	0.0000526	NA	maternal hypertensive disorders in pregnancy	healthy controls
cg14951136	neg	667	0.0000528	NA	maternal hypertensive disorders in pregnancy	healthy controls
cg20326928	neg	668	0.0000534	NA	maternal hypertensive disorders in pregnancy	healthy controls
cg10806711	neg	669	0.0000539	NA	maternal hypertensive disorders in pregnancy	healthy controls
cg10446143	neg	670	0.0000542	NA	maternal hypertensive disorders in pregnancy	healthy controls
cg07042014	pos	671	0.0000546	NA	maternal hypertensive disorders in pregnancy	healthy controls
cg25996077	neg	672	0.0000546	NA	maternal hypertensive disorders in pregnancy	healthy controls
cg16209444	pos	673	0.0000546	NA	maternal hypertensive disorders in pregnancy	healthy controls
cg13356370	neg	674	0.0000548	NA	maternal hypertensive disorders in pregnancy	healthy controls
cg19650573	neg	675	0.0000549	NA	maternal hypertensive disorders in pregnancy	healthy controls
cg07807757	pos	676	0.000055	NA	maternal hypertensive disorders in pregnancy	healthy controls
cg01313176	pos	677	0.0000551	NA	maternal hypertensive disorders in pregnancy	healthy controls
cg06182437	pos	678	0.0000551	NA	maternal hypertensive disorders in pregnancy	healthy controls
cg03131730	pos	679	0.0000552	NA	maternal hypertensive disorders in pregnancy	healthy controls
cg25738301	neg	680	0.0000552	NA	maternal hypertensive disorders in pregnancy	healthy controls
cg12131208	neg	681	0.0000554	NA	maternal hypertensive disorders in pregnancy	healthy controls
cg04771133	pos	682	0.0000556	NA	maternal hypertensive disorders in pregnancy	healthy controls
cg19625237	pos	683	0.0000559	NA	maternal hypertensive disorders in pregnancy	healthy controls
cg15540623	pos	684	0.0000559	NA	maternal hypertensive disorders in pregnancy	healthy controls
cg22533317	pos	685	0.000056	NA	maternal hypertensive disorders in pregnancy	healthy controls
cg24821554	pos	686	0.0000561	NA	maternal hypertensive disorders in pregnancy	healthy controls
cg24166100	neg	687	0.0000564	NA	maternal hypertensive disorders in pregnancy	healthy controls
cg08118287	pos	688	0.0000566	NA	maternal hypertensive disorders in pregnancy	healthy controls
cg06270737	pos	689	0.000057	NA	maternal hypertensive disorders in pregnancy	healthy controls
cg02922642	pos	690	0.0000571	NA	maternal hypertensive disorders in pregnancy	healthy controls
cg23210278	pos	691	0.0000573	NA	maternal hypertensive disorders in pregnancy	healthy controls
cg18462381	neg	692	0.0000574	NA	maternal hypertensive disorders in pregnancy	healthy controls
cg16502686	pos	693	0.0000576	NA	maternal hypertensive disorders in pregnancy	healthy controls
cg01015062	pos	694	0.0000581	NA	maternal hypertensive disorders in pregnancy	healthy controls
cg20356147	neg	695	0.0000581	NA	maternal hypertensive disorders in pregnancy	healthy controls
cg06388350	pos	696	0.0000581	NA	maternal hypertensive disorders in pregnancy	healthy controls
cg05965387	neg	697	0.0000582	NA	maternal hypertensive disorders in pregnancy	healthy controls
cg15770728	neg	698	0.0000582	NA	maternal hypertensive disorders in pregnancy	healthy controls
cg01699727	pos	699	0.0000585	NA	maternal hypertensive disorders in pregnancy	healthy controls
cg14503357	neg	700	0.0000585	NA	maternal hypertensive disorders in pregnancy	healthy controls
cg03345093	pos	701	0.0000586	NA	maternal hypertensive disorders in pregnancy	healthy controls
cg01186980	pos	702	0.0000587	NA	maternal hypertensive disorders in pregnancy	healthy controls
cg02871382	neg	703	0.0000591	NA	maternal hypertensive disorders in pregnancy	healthy controls
cg15420634	pos	704	0.0000592	NA	maternal hypertensive disorders in pregnancy	healthy controls
cg12375960	pos	705	0.0000593	NA	maternal hypertensive disorders in pregnancy	healthy controls
cg02074274	neg	706	0.0000593	NA	maternal hypertensive disorders in pregnancy	healthy controls
cg19843457	pos	707	0.0000594	NA	maternal hypertensive disorders in pregnancy	healthy controls
cg13928566	pos	708	0.0000597	NA	maternal hypertensive disorders in pregnancy	healthy controls
cg09354692	pos	709	0.0000598	NA	maternal hypertensive disorders in pregnancy	healthy controls
cg24663521	pos	710	0.00006	NA	maternal hypertensive disorders in pregnancy	healthy controls
cg06245338	pos	711	0.0000603	NA	maternal hypertensive disorders in pregnancy	healthy controls
cg13260758	neg	712	0.0000604	NA	maternal hypertensive disorders in pregnancy	healthy controls
cg13744172	neg	713	0.0000604	NA	maternal hypertensive disorders in pregnancy	healthy controls
cg20059928	pos	714	0.0000607	NA	maternal hypertensive disorders in pregnancy	healthy controls
cg16200799	neg	715	0.0000607	NA	maternal hypertensive disorders in pregnancy	healthy controls
cg10227665	pos	716	0.0000609	NA	maternal hypertensive disorders in pregnancy	healthy controls
cg17896927	pos	717	0.0000609	NA	maternal hypertensive disorders in pregnancy	healthy controls
cg00230302	neg	718	0.000061	NA	maternal hypertensive disorders in pregnancy	healthy controls
cg20281583	pos	719	0.0000611	NA	maternal hypertensive disorders in pregnancy	healthy controls
cg00293940	pos	720	0.0000612	NA	maternal hypertensive disorders in pregnancy	healthy controls
cg03062587	pos	721	0.0000612	NA	maternal hypertensive disorders in pregnancy	healthy controls
cg16607945	pos	722	0.0000616	NA	maternal hypertensive disorders in pregnancy	healthy controls
cg06238004	neg	723	0.0000617	NA	maternal hypertensive disorders in pregnancy	healthy controls
cg21304158	pos	724	0.0000617	NA	maternal hypertensive disorders in pregnancy	healthy controls
cg09136695	pos	725	0.0000622	NA	maternal hypertensive disorders in pregnancy	healthy controls
cg02641288	neg	726	0.0000623	NA	maternal hypertensive disorders in pregnancy	healthy controls
cg26767083	pos	727	0.0000623	NA	maternal hypertensive disorders in pregnancy	healthy controls
cg14592365	neg	728	0.0000624	NA	maternal hypertensive disorders in pregnancy	healthy controls
cg17237086	neg	729	0.0000624	NA	maternal hypertensive disorders in pregnancy	healthy controls
cg22012981	pos	730	0.0000625	NA	maternal hypertensive disorders in pregnancy	healthy controls
cg03032443	pos	731	0.0000626	NA	maternal hypertensive disorders in pregnancy	healthy controls
cg04566512	neg	732	0.0000628	NA	maternal hypertensive disorders in pregnancy	healthy controls
cg00920269	pos	733	0.0000631	NA	maternal hypertensive disorders in pregnancy	healthy controls
cg23496755	pos	734	0.0000632	NA	maternal hypertensive disorders in pregnancy	healthy controls
cg09832911	neg	735	0.0000633	NA	maternal hypertensive disorders in pregnancy	healthy controls
cg02017450	pos	736	0.0000637	NA	maternal hypertensive disorders in pregnancy	healthy controls
cg12856447	pos	737	0.0000638	NA	maternal hypertensive disorders in pregnancy	healthy controls
cg13285077	pos	738	0.000064	NA	maternal hypertensive disorders in pregnancy	healthy controls
cg26801109	neg	739	0.0000641	NA	maternal hypertensive disorders in pregnancy	healthy controls
cg19291056	pos	740	0.0000642	NA	maternal hypertensive disorders in pregnancy	healthy controls
cg18896458	pos	741	0.0000643	NA	maternal hypertensive disorders in pregnancy	healthy controls
cg14333542	pos	742	0.0000644	NA	maternal hypertensive disorders in pregnancy	healthy controls
cg18759110	pos	743	0.0000644	NA	maternal hypertensive disorders in pregnancy	healthy controls
cg23948843	neg	744	0.0000645	NA	maternal hypertensive disorders in pregnancy	healthy controls
cg22214854	pos	745	0.0000645	NA	maternal hypertensive disorders in pregnancy	healthy controls
cg22610305	pos	746	0.0000649	NA	maternal hypertensive disorders in pregnancy	healthy controls
cg09915883	pos	747	0.0000649	NA	maternal hypertensive disorders in pregnancy	healthy controls
cg02065833	pos	748	0.0000651	NA	maternal hypertensive disorders in pregnancy	healthy controls
cg04972513	neg	749	0.0000652	NA	maternal hypertensive disorders in pregnancy	healthy controls
cg01832549	pos	750	0.0000653	NA	maternal hypertensive disorders in pregnancy	healthy controls
cg06095296	pos	751	0.0000653	NA	maternal hypertensive disorders in pregnancy	healthy controls
cg18290775	neg	752	0.0000654	NA	maternal hypertensive disorders in pregnancy	healthy controls
cg11900120	pos	753	0.0000655	NA	maternal hypertensive disorders in pregnancy	healthy controls
cg03928384	pos	754	0.0000656	NA	maternal hypertensive disorders in pregnancy	healthy controls
cg24764793	pos	755	0.0000656	NA	maternal hypertensive disorders in pregnancy	healthy controls
cg00549798	neg	756	0.0000659	NA	maternal hypertensive disorders in pregnancy	healthy controls
cg09313705	pos	757	0.0000659	NA	maternal hypertensive disorders in pregnancy	healthy controls
cg22458831	pos	758	0.0000661	NA	maternal hypertensive disorders in pregnancy	healthy controls
cg14913210	pos	759	0.0000663	NA	maternal hypertensive disorders in pregnancy	healthy controls
cg04528072	pos	760	0.0000666	NA	maternal hypertensive disorders in pregnancy	healthy controls
cg14911242	pos	761	0.0000669	NA	maternal hypertensive disorders in pregnancy	healthy controls
cg04517258	pos	762	0.0000671	NA	maternal hypertensive disorders in pregnancy	healthy controls
cg00127781	pos	763	0.0000673	NA	maternal hypertensive disorders in pregnancy	healthy controls
cg01363284	pos	764	0.0000677	NA	maternal hypertensive disorders in pregnancy	healthy controls
cg23758703	pos	765	0.0000679	NA	maternal hypertensive disorders in pregnancy	healthy controls
cg26782013	pos	766	0.0000682	NA	maternal hypertensive disorders in pregnancy	healthy controls
cg08621574	pos	767	0.0000684	NA	maternal hypertensive disorders in pregnancy	healthy controls
cg23641237	pos	768	0.0000685	NA	maternal hypertensive disorders in pregnancy	healthy controls
cg06962918	neg	769	0.0000686	NA	maternal hypertensive disorders in pregnancy	healthy controls
cg15799959	neg	770	0.0000687	NA	maternal hypertensive disorders in pregnancy	healthy controls
cg14010015	pos	771	0.0000688	NA	maternal hypertensive disorders in pregnancy	healthy controls
cg24169915	neg	772	0.0000692	NA	maternal hypertensive disorders in pregnancy	healthy controls
cg18754118	neg	773	0.0000699	NA	maternal hypertensive disorders in pregnancy	healthy controls
cg23212916	pos	774	0.0000699	NA	maternal hypertensive disorders in pregnancy	healthy controls
cg18575221	pos	775	0.0000703	NA	maternal hypertensive disorders in pregnancy	healthy controls
cg06298244	pos	776	0.0000705	NA	maternal hypertensive disorders in pregnancy	healthy controls
cg00755572	pos	777	0.0000708	NA	maternal hypertensive disorders in pregnancy	healthy controls
cg06458557	pos	778	0.0000708	NA	maternal hypertensive disorders in pregnancy	healthy controls
cg26571739	neg	779	0.0000708	NA	maternal hypertensive disorders in pregnancy	healthy controls
cg04626868	pos	780	0.0000712	NA	maternal hypertensive disorders in pregnancy	healthy controls
cg05479657	pos	781	0.0000712	NA	maternal hypertensive disorders in pregnancy	healthy controls
cg12227521	pos	782	0.0000714	NA	maternal hypertensive disorders in pregnancy	healthy controls
cg19904057	pos	783	0.0000714	NA	maternal hypertensive disorders in pregnancy	healthy controls
cg27559747	pos	784	0.0000715	NA	maternal hypertensive disorders in pregnancy	healthy controls
cg00730441	neg	785	0.0000716	NA	maternal hypertensive disorders in pregnancy	healthy controls
cg02853418	pos	786	0.0000718	NA	maternal hypertensive disorders in pregnancy	healthy controls
cg02745683	pos	787	0.0000719	NA	maternal hypertensive disorders in pregnancy	healthy controls
cg00594118	neg	788	0.0000723	NA	maternal hypertensive disorders in pregnancy	healthy controls
cg14250427	pos	789	0.0000723	NA	maternal hypertensive disorders in pregnancy	healthy controls
cg04679902	neg	790	0.0000724	NA	maternal hypertensive disorders in pregnancy	healthy controls
cg21611682	neg	791	0.0000724	NA	maternal hypertensive disorders in pregnancy	healthy controls
cg11852843	pos	792	0.0000728	NA	maternal hypertensive disorders in pregnancy	healthy controls
cg24020157	pos	793	0.0000732	NA	maternal hypertensive disorders in pregnancy	healthy controls
cg15848561	neg	794	0.0000733	NA	maternal hypertensive disorders in pregnancy	healthy controls
cg20752878	neg	795	0.0000735	NA	maternal hypertensive disorders in pregnancy	healthy controls
cg05057843	pos	796	0.0000735	NA	maternal hypertensive disorders in pregnancy	healthy controls
cg04276536	pos	797	0.0000736	NA	maternal hypertensive disorders in pregnancy	healthy controls
cg05161074	neg	798	0.0000741	NA	maternal hypertensive disorders in pregnancy	healthy controls
cg08928958	pos	799	0.0000744	NA	maternal hypertensive disorders in pregnancy	healthy controls
cg01771885	pos	800	0.0000744	NA	maternal hypertensive disorders in pregnancy	healthy controls
cg25368647	pos	801	0.0000744	NA	maternal hypertensive disorders in pregnancy	healthy controls
cg14069928	pos	802	0.0000744	NA	maternal hypertensive disorders in pregnancy	healthy controls
cg09333580	pos	803	0.0000745	NA	maternal hypertensive disorders in pregnancy	healthy controls
cg06690609	neg	804	0.0000745	NA	maternal hypertensive disorders in pregnancy	healthy controls
cg16534427	pos	805	0.0000753	NA	maternal hypertensive disorders in pregnancy	healthy controls
cg00332048	neg	806	0.0000754	NA	maternal hypertensive disorders in pregnancy	healthy controls
cg15611336	neg	807	0.0000758	NA	maternal hypertensive disorders in pregnancy	healthy controls
cg24666695	neg	808	0.0000759	NA	maternal hypertensive disorders in pregnancy	healthy controls
cg11074047	pos	809	0.0000763	NA	maternal hypertensive disorders in pregnancy	healthy controls
cg01678788	neg	810	0.0000763	NA	maternal hypertensive disorders in pregnancy	healthy controls
cg15732502	neg	811	0.0000764	NA	maternal hypertensive disorders in pregnancy	healthy controls
cg12659626	neg	812	0.0000774	NA	maternal hypertensive disorders in pregnancy	healthy controls
cg04589674	neg	813	0.0000775	NA	maternal hypertensive disorders in pregnancy	healthy controls
cg20775254	pos	814	0.0000775	NA	maternal hypertensive disorders in pregnancy	healthy controls
cg04859117	neg	815	0.0000775	NA	maternal hypertensive disorders in pregnancy	healthy controls
cg10458216	pos	816	0.0000777	NA	maternal hypertensive disorders in pregnancy	healthy controls
cg00889363	neg	817	0.0000777	NA	maternal hypertensive disorders in pregnancy	healthy controls
cg14776747	pos	818	0.0000778	NA	maternal hypertensive disorders in pregnancy	healthy controls
cg19191560	neg	819	0.0000779	NA	maternal hypertensive disorders in pregnancy	healthy controls
cg10617396	pos	820	0.000078	NA	maternal hypertensive disorders in pregnancy	healthy controls
cg19483007	neg	821	0.0000781	NA	maternal hypertensive disorders in pregnancy	healthy controls
cg05684715	neg	822	0.000079	NA	maternal hypertensive disorders in pregnancy	healthy controls
cg14076971	neg	823	0.0000791	NA	maternal hypertensive disorders in pregnancy	healthy controls
cg08514530	neg	824	0.0000792	NA	maternal hypertensive disorders in pregnancy	healthy controls
cg08827674	neg	825	0.0000798	NA	maternal hypertensive disorders in pregnancy	healthy controls
cg04153536	neg	826	0.0000802	NA	maternal hypertensive disorders in pregnancy	healthy controls
cg13455960	pos	827	0.0000802	NA	maternal hypertensive disorders in pregnancy	healthy controls
cg25985583	neg	828	0.0000802	NA	maternal hypertensive disorders in pregnancy	healthy controls
cg25447894	neg	829	0.0000805	NA	maternal hypertensive disorders in pregnancy	healthy controls
cg09803904	neg	830	0.0000809	NA	maternal hypertensive disorders in pregnancy	healthy controls
cg20994950	pos	831	0.0000818	NA	maternal hypertensive disorders in pregnancy	healthy controls
cg00834923	pos	832	0.000082	NA	maternal hypertensive disorders in pregnancy	healthy controls
cg05752664	pos	833	0.0000823	NA	maternal hypertensive disorders in pregnancy	healthy controls
cg18390959	neg	834	0.0000826	NA	maternal hypertensive disorders in pregnancy	healthy controls
cg02928885	pos	835	0.0000826	NA	maternal hypertensive disorders in pregnancy	healthy controls
cg09500443	neg	836	0.0000826	NA	maternal hypertensive disorders in pregnancy	healthy controls
cg26188726	neg	837	0.0000831	NA	maternal hypertensive disorders in pregnancy	healthy controls
cg11130955	pos	838	0.0000837	NA	maternal hypertensive disorders in pregnancy	healthy controls
cg05285429	pos	839	0.0000837	NA	maternal hypertensive disorders in pregnancy	healthy controls
cg27289079	neg	840	0.0000839	NA	maternal hypertensive disorders in pregnancy	healthy controls
cg08724254	neg	841	0.0000839	NA	maternal hypertensive disorders in pregnancy	healthy controls
cg19631651	pos	842	0.0000844	NA	maternal hypertensive disorders in pregnancy	healthy controls
cg23888047	pos	843	0.0000845	NA	maternal hypertensive disorders in pregnancy	healthy controls
cg24868271	neg	844	0.0000847	NA	maternal hypertensive disorders in pregnancy	healthy controls
cg12596505	neg	845	0.000085	NA	maternal hypertensive disorders in pregnancy	healthy controls
cg15629447	pos	846	0.0000851	NA	maternal hypertensive disorders in pregnancy	healthy controls
cg07749454	pos	847	0.0000855	NA	maternal hypertensive disorders in pregnancy	healthy controls
cg03137177	pos	848	0.0000857	NA	maternal hypertensive disorders in pregnancy	healthy controls
cg02639608	pos	849	0.000086	NA	maternal hypertensive disorders in pregnancy	healthy controls
cg12031740	pos	850	0.0000863	NA	maternal hypertensive disorders in pregnancy	healthy controls
cg15428620	pos	851	0.0000865	NA	maternal hypertensive disorders in pregnancy	healthy controls
cg16992787	pos	852	0.0000865	NA	maternal hypertensive disorders in pregnancy	healthy controls
cg08153752	neg	853	0.0000868	NA	maternal hypertensive disorders in pregnancy	healthy controls
cg03450829	pos	854	0.000087	NA	maternal hypertensive disorders in pregnancy	healthy controls
cg08315829	pos	855	0.0000873	NA	maternal hypertensive disorders in pregnancy	healthy controls
cg14196143	pos	856	0.0000876	NA	maternal hypertensive disorders in pregnancy	healthy controls
cg14078053	pos	857	0.0000876	NA	maternal hypertensive disorders in pregnancy	healthy controls
cg12962778	neg	858	0.0000876	NA	maternal hypertensive disorders in pregnancy	healthy controls
cg05985135	pos	859	0.0000876	NA	maternal hypertensive disorders in pregnancy	healthy controls
cg13731523	pos	860	0.0000885	NA	maternal hypertensive disorders in pregnancy	healthy controls
cg10551058	pos	861	0.0000886	NA	maternal hypertensive disorders in pregnancy	healthy controls
cg04920452	neg	862	0.0000886	NA	maternal hypertensive disorders in pregnancy	healthy controls
cg07560948	pos	863	0.0000887	NA	maternal hypertensive disorders in pregnancy	healthy controls
cg26602666	pos	864	0.0000887	NA	maternal hypertensive disorders in pregnancy	healthy controls
cg24559796	pos	865	0.0000888	NA	maternal hypertensive disorders in pregnancy	healthy controls
cg07460981	pos	866	0.000089	NA	maternal hypertensive disorders in pregnancy	healthy controls
cg07686122	pos	867	0.000089	NA	maternal hypertensive disorders in pregnancy	healthy controls
cg11407210	neg	868	0.0000891	NA	maternal hypertensive disorders in pregnancy	healthy controls
cg18163342	neg	869	0.0000891	NA	maternal hypertensive disorders in pregnancy	healthy controls
cg06832406	neg	870	0.0000894	NA	maternal hypertensive disorders in pregnancy	healthy controls
cg03199058	neg	871	0.0000894	NA	maternal hypertensive disorders in pregnancy	healthy controls
cg11035100	neg	872	0.0000894	NA	maternal hypertensive disorders in pregnancy	healthy controls
cg00522276	pos	873	0.0000904	NA	maternal hypertensive disorders in pregnancy	healthy controls
cg16277071	neg	874	0.0000909	NA	maternal hypertensive disorders in pregnancy	healthy controls
cg17133774	pos	875	0.0000909	NA	maternal hypertensive disorders in pregnancy	healthy controls
cg04402626	neg	876	0.0000916	NA	maternal hypertensive disorders in pregnancy	healthy controls
cg02291365	pos	877	0.0000917	NA	maternal hypertensive disorders in pregnancy	healthy controls
cg14309936	neg	878	0.000092	NA	maternal hypertensive disorders in pregnancy	healthy controls
cg02592586	neg	879	0.0000921	NA	maternal hypertensive disorders in pregnancy	healthy controls
cg10714509	pos	880	0.0000924	NA	maternal hypertensive disorders in pregnancy	healthy controls
cg12570712	pos	881	0.0000924	NA	maternal hypertensive disorders in pregnancy	healthy controls
cg01708964	pos	882	0.0000925	NA	maternal hypertensive disorders in pregnancy	healthy controls
cg13992911	pos	883	0.0000925	NA	maternal hypertensive disorders in pregnancy	healthy controls
cg09745430	pos	884	0.0000926	NA	maternal hypertensive disorders in pregnancy	healthy controls
cg07140497	neg	885	0.0000927	NA	maternal hypertensive disorders in pregnancy	healthy controls
cg13723594	pos	886	0.000093	NA	maternal hypertensive disorders in pregnancy	healthy controls
cg23436584	neg	887	0.0000932	NA	maternal hypertensive disorders in pregnancy	healthy controls
cg02504211	neg	888	0.0000933	NA	maternal hypertensive disorders in pregnancy	healthy controls
cg07660378	pos	889	0.0000934	NA	maternal hypertensive disorders in pregnancy	healthy controls
cg26796083	pos	890	0.0000936	NA	maternal hypertensive disorders in pregnancy	healthy controls
cg11963436	pos	891	0.0000937	NA	maternal hypertensive disorders in pregnancy	healthy controls
cg03480935	pos	892	0.0000938	NA	maternal hypertensive disorders in pregnancy	healthy controls
cg02980079	pos	893	0.0000938	NA	maternal hypertensive disorders in pregnancy	healthy controls
cg08531260	neg	894	0.0000942	NA	maternal hypertensive disorders in pregnancy	healthy controls
cg03390636	pos	895	0.0000942	NA	maternal hypertensive disorders in pregnancy	healthy controls
cg09382966	pos	896	0.0000944	NA	maternal hypertensive disorders in pregnancy	healthy controls
cg00654448	pos	897	0.0000949	NA	maternal hypertensive disorders in pregnancy	healthy controls
cg11751213	pos	898	0.0000949	NA	maternal hypertensive disorders in pregnancy	healthy controls
cg24222546	neg	899	0.0000954	NA	maternal hypertensive disorders in pregnancy	healthy controls
cg12053291	neg	900	0.0000957	NA	maternal hypertensive disorders in pregnancy	healthy controls
cg00339331	pos	901	0.0000964	NA	maternal hypertensive disorders in pregnancy	healthy controls
cg13869942	pos	902	0.0000965	NA	maternal hypertensive disorders in pregnancy	healthy controls
cg18718647	neg	903	0.0000965	NA	maternal hypertensive disorders in pregnancy	healthy controls
cg07698039	pos	904	0.0000968	NA	maternal hypertensive disorders in pregnancy	healthy controls
cg10801607	neg	905	0.000097	NA	maternal hypertensive disorders in pregnancy	healthy controls
cg07631359	neg	906	0.0000974	NA	maternal hypertensive disorders in pregnancy	healthy controls
cg15720112	neg	907	0.0000977	NA	maternal hypertensive disorders in pregnancy	healthy controls
cg03333101	pos	908	0.000098	NA	maternal hypertensive disorders in pregnancy	healthy controls
cg02858132	pos	909	0.0000981	NA	maternal hypertensive disorders in pregnancy	healthy controls
cg00807684	pos	910	0.0000982	NA	maternal hypertensive disorders in pregnancy	healthy controls
cg15597696	pos	911	0.0000983	NA	maternal hypertensive disorders in pregnancy	healthy controls
cg16161418	pos	912	0.0000984	NA	maternal hypertensive disorders in pregnancy	healthy controls
cg06732545	pos	913	0.0000986	NA	maternal hypertensive disorders in pregnancy	healthy controls
cg17879299	neg	914	0.0000987	NA	maternal hypertensive disorders in pregnancy	healthy controls
cg01623663	pos	915	0.0000989	NA	maternal hypertensive disorders in pregnancy	healthy controls
cg06677089	pos	916	0.000099	NA	maternal hypertensive disorders in pregnancy	healthy controls
cg22020227	neg	917	0.0000991	NA	maternal hypertensive disorders in pregnancy	healthy controls
cg05730269	neg	918	0.0000991	NA	maternal hypertensive disorders in pregnancy	healthy controls
cg26943759	neg	919	0.0000993	NA	maternal hypertensive disorders in pregnancy	healthy controls
cg07858848	pos	920	0.0000994	NA	maternal hypertensive disorders in pregnancy	healthy controls
cg08843623	pos	921	0.0000995	NA	maternal hypertensive disorders in pregnancy	healthy controls
cg26551843	neg	922	0.0000996	NA	maternal hypertensive disorders in pregnancy	healthy controls
